pb_id,source_id,product_desc,pf_id,paralog_count,ortholog_count,gene_name,ortho_group
PBANKA_0941300,PBANKA_0941300.1,translocon component PTEX88,PF3D7_1105600,0,44,PTEX88,OG5_167209
PBANKA_0941400,PBANKA_0941400.1,centrin-4,PF3D7_1105500,0,44,CEN4,OG5_165025
PBANKA_0941500,PBANKA_0941500.1,"40S ribosomal protein S4, putative",PF3D7_1105400,0,44,RPS4,OG5_126890
PBANKA_0941600,PBANKA_0941600.1,"conserved Plasmodium protein, unknown function",PF3D7_1105300,0,44,null,OG5_167210
PBANKA_0941700,PBANKA_0941700.1,"WD repeat-containing protein WRAP73, putative",PF3D7_1105200,0,43,WDR8,OG5_160300
PBANKA_0941800,PBANKA_0941800.1,"histone H2B, putative","PF3D7_0714000,PF3D7_1105100",1,87,H2B,OG5_126572
PBANKA_0941900,PBANKA_0941900.1,"histone H4, putative",PF3D7_1105000,0,40,null,OG5_126573
PBANKA_0942000,PBANKA_0942000.1,"calcium/calmodulin-dependent protein kinase, putative",PF3D7_1104900,0,45,null,OG5_143222
PBANKA_0942100,PBANKA_0942100.1,"metabolite/drug transporter, putative",PF3D7_1104800,0,44,null,OG5_133806
PBANKA_0942200,PBANKA_0942200.1,"DNA-directed RNA polymerase III subunit RPC8, putative",PF3D7_1104700,0,48,RPC25,OG5_127589
PBANKA_0942300,PBANKA_0942300.1,"radial spoke head protein, putative",PF3D7_1104600,0,44,null,OG5_129136
PBANKA_0942400,PBANKA_0942400.1,"WD repeat-containing protein, putative",PF3D7_1104500,0,44,null,OG5_157069
PBANKA_0942500,PBANKA_0942500.1,"thioredoxin-like mero protein, putative",PF3D7_1104400,0,44,Trx-mero,OG5_139311
PBANKA_0942600,PBANKA_0942600.1,"conserved Plasmodium protein, unknown function",PF3D7_1104300,0,45,null,OG5_145126
PBANKA_0942700,PBANKA_0942700.1,"chromatin remodeling protein, putative",PF3D7_1104200,0,47,SNF2L,OG5_127117
PBANKA_0942800,PBANKA_0942800.1,"syntaxin, putative",PF3D7_1104100,0,45,null,OG5_164032
PBANKA_0942900,PBANKA_0942900.1,"phenylalanine--tRNA ligase beta subunit, putative",PF3D7_1104000,0,46,null,OG5_127490
PBANKA_0943000,PBANKA_0943000.1,"conserved Plasmodium protein, unknown function",PF3D7_1103900,0,31,null,OG5_184643
PBANKA_0943100,PBANKA_0943100.1,"CCR4-NOT transcription complex subunit 1, putative",PF3D7_1103800,0,60,NOT1,OG5_128127
PBANKA_0943200,PBANKA_0943200.1,"casein kinase II beta chain, putative","PF3D7_1103700,PF3D7_1342400",1,88,null,OG5_126846
PBANKA_0943300,PBANKA_0943300.1,"actin-like protein, putative",PF3D7_1103600,0,44,ALP2a,OG5_141749
PBANKA_0943400,PBANKA_0943400.1,CPW-WPC family protein,PF3D7_1103500,0,48,null,OG5_158125
PBANKA_0943500,PBANKA_0943500.1,FeS cluster assembly protein SufD,PF3D7_1103400,0,46,SufD,OG5_132298
PBANKA_0943600,PBANKA_0943600.1,"60S acidic ribosomal protein P1, putative",PF3D7_1103100,0,45,null,OG5_126872
PBANKA_0944041,PBANKA_0944041.1,"reticulocyte binding protein, putative","PF3D7_1252400,PF3D7_1335300,PF3D7_1335400",11,233,Pb235,OG5_130526
PBANKA_1000011,PBANKA_1000011.1,"reticulocyte binding protein, putative","PF3D7_1252400,PF3D7_1335300,PF3D7_1335400",11,233,null,OG5_130526
PBANKA_1000100,PBANKA_1000100.1,"reticulocyte binding protein, putative, pseudogene","PF3D7_1252400,PF3D7_1335300,PF3D7_1335400",11,233,Pb235,OG5_130526
PBANKA_1000500,PBANKA_1000500.1,"conserved Plasmodium protein, unknown function",PF3D7_0803600,3,67,null,OG5_139620
PBANKA_1000700,PBANKA_1000700.1,"regulator of chromosome condensation, putative",PF3D7_0403100,0,44,null,OG5_147403
PBANKA_1000800,PBANKA_1000800.1,"pre-mRNA splicing factor, putative",PF3D7_0403200,0,34,null,OG5_152152
PBANKA_1000900,PBANKA_1000900.1,"conserved Plasmodium protein, unknown function",PF3D7_0403300,0,44,null,OG5_173852
PBANKA_1001000,PBANKA_1001000.1,"conserved Plasmodium protein, unknown function",PF3D7_0403400,0,44,null,OG5_157047
PBANKA_1001100,PBANKA_1001100.1,"ubiquitin specific protease, putative",PF3D7_0403500,0,44,null,OG5_152816
PBANKA_1001300,PBANKA_1001300.1,"conserved Plasmodium protein, unknown function",PF3D7_0403600,0,44,null,OG5_167211
PBANKA_1001400,PBANKA_1001400.1,"pre-mRNA-splicing factor CLF1, putative",PF3D7_0403700,0,45,CLF1,OG5_128090
PBANKA_1001500,PBANKA_1001500.1,"alpha/beta hydrolase, putative","PF3D7_0403800,PF3D7_0805000,PF3D7_1120400",1,125,null,OG5_127017
PBANKA_1001600,PBANKA_1001600.1,"SET domain protein, putative",PF3D7_0403900,0,43,SET8,OG5_130816
PBANKA_1001700,PBANKA_1001700.1,"conserved Plasmodium protein, unknown function",PF3D7_0404000,0,43,null,OG5_167212
PBANKA_1001800,PBANKA_1001800.1,AP2 domain transcription factor AP2-SP2,PF3D7_0404100,0,33,AP2-SP2,OG5_167213
PBANKA_1001900,PBANKA_1001900.1,"conserved Plasmodium protein, unknown function",PF3D7_0404200,0,43,null,OG5_173853
PBANKA_1002000,PBANKA_1002000.1,"conserved Plasmodium protein, unknown function",PF3D7_0404300,0,32,null,OG5_141329
PBANKA_1002100,PBANKA_1002100.1,6-cysteine protein P36,PF3D7_0404400,0,45,P36,OG5_167214
PBANKA_1002200,PBANKA_1002200.1,6-cysteine protein P52,PF3D7_0404500,0,45,P36p,OG5_167215
PBANKA_1002300,PBANKA_1002300.1,"conserved Plasmodium protein, unknown function",PF3D7_0404600,0,36,null,OG5_167216
PBANKA_1002400,PBANKA_1002400.1,"dipeptidyl aminopeptidase 3, putative",PF3D7_0404700,0,44,DPAP3,OG5_145286
PBANKA_1002500,PBANKA_1002500.1,"conserved Plasmodium protein, unknown function",PF3D7_0404800,0,44,null,OG5_167217
PBANKA_1002600,PBANKA_1002600.1,"6-cysteine protein P41, putative",PF3D7_0404900,0,46,P41,OG5_167218
PBANKA_1002700,PBANKA_1002700.1,"ATP-dependent RNA helicase DDX51, putative",PF3D7_0405000,0,45,DDX51,OG5_155664
PBANKA_1002800,PBANKA_1002800.1,"protein transport protein Sec24B, putative",PF3D7_0405100,0,44,SEC24B,OG5_139980
PBANKA_1002900,PBANKA_1002900.1,ag-1 blood stage membrane protein homologue,PF3D7_0405200,0,46,null,OG5_160940
PBANKA_1003000,PBANKA_1003000.1,liver specific protein 2,PF3D7_0405300,0,30,LISP2,OG5_169503
PBANKA_1003100,PBANKA_1003100.1,"pre-mRNA-processing-splicing factor 8, putative",PF3D7_0405400,0,62,PRPF8,OG5_127578
PBANKA_1003200,PBANKA_1003200.1,"conserved Plasmodium protein, unknown function",PF3D7_0405500,0,63,null,OG5_167219
PBANKA_1003300,PBANKA_1003300.1,"TMEM33 domain-containing protein, putative",PF3D7_0405600,0,43,null,OG5_139451
PBANKA_1003400,PBANKA_1003400.1,"lysine decarboxylase, putative",PF3D7_0405700,0,45,UIS14,OG5_130799
PBANKA_1003500,PBANKA_1003500.1,"conserved protein, unknown function",PF3D7_0405800,0,44,null,OG5_166033
PBANKA_1003600,PBANKA_1003600.1,"apical sushi protein, putative",PF3D7_0405900,0,44,ASP,OG5_167220
PBANKA_1003700,PBANKA_1003700.1,"conserved protein, unknown function",PF3D7_0406000,0,44,null,OG5_156793
PBANKA_1003800,PBANKA_1003800.1,"V-type proton ATPase subunit B, putative",PF3D7_0406100,0,44,null,OG5_127061
PBANKA_1004000,PBANKA_1004000.1,"cytosolic glyoxalase II, putative",PF3D7_0406400,0,44,cGLO2,OG5_127291
PBANKA_1004100,PBANKA_1004100.1,"NYN domain-containing protein, putative",PF3D7_0406500,0,45,null,OG5_165578
PBANKA_1004200,PBANKA_1004200.1,"conserved protein, unknown function",PF3D7_0406600,0,43,null,OG5_145112
PBANKA_1004300,PBANKA_1004300.1,"conserved Plasmodium protein, unknown function",PF3D7_0406700,0,44,null,OG5_163823
PBANKA_1004400,PBANKA_1004400.1,"ribosomal protein L25, putative",PF3D7_0406800,0,44,null,OG5_147480
PBANKA_1004500,PBANKA_1004500.1,"conserved Plasmodium protein, unknown function",PF3D7_0406900,0,40,null,OG5_167221
PBANKA_1004600,PBANKA_1004600.1,"conserved Plasmodium protein, unknown function",PF3D7_0407000,0,42,null,OG5_167222
PBANKA_1004700,PBANKA_1004700.1,"methyltransferase, putative",PF3D7_0407100,0,44,null,OG5_130299
PBANKA_1004800,PBANKA_1004800.1,"peptidyl-tRNA hydrolase 2, putative",PF3D7_0407200,0,44,PTH2,OG5_127155
PBANKA_1004900,PBANKA_1004900.1,"transcription factor, putative",PF3D7_0407300,0,44,null,OG5_141200
PBANKA_1005000,PBANKA_1005000.1,"conserved Plasmodium protein, unknown function",PF3D7_0407400,0,44,null,OG5_167223
PBANKA_1005100,PBANKA_1005100.1,"mitochondrial carrier protein, putative",PF3D7_0407500,0,44,null,OG5_127938
PBANKA_1005200,PBANKA_1005200.1,"conserved Plasmodium protein, unknown function",PF3D7_0407600,0,14,null,OG5_184645
PBANKA_1005300,PBANKA_1005300.1,"conserved Plasmodium protein, unknown function",PF3D7_0407700,0,44,null,OG5_141743
PBANKA_1005400,PBANKA_1005400.1,"conserved Plasmodium protein, unknown function",PF3D7_0407800,0,44,null,OG5_167224
PBANKA_1005500,PBANKA_1005500.1,"AAA family ATPase, putative",PF3D7_0407900,0,43,null,OG5_127068
PBANKA_1005600,PBANKA_1005600.1,"conserved Plasmodium protein, unknown function",PF3D7_0408000,0,43,null,OG5_167225
PBANKA_1005700,PBANKA_1005700.1,"conserved Plasmodium protein, unknown function",PF3D7_0408100,0,44,null,OG5_167226
PBANKA_1005800,PBANKA_1005800.1,"conserved Plasmodium protein, unknown function",PF3D7_0408200,0,42,null,OG5_153811
PBANKA_1005900,PBANKA_1005900.1,"zinc finger Ran-binding domain-containing protein 2, putative",PF3D7_0408300,0,43,ZRANB2,OG5_131371
PBANKA_1006000,PBANKA_1006000.1,"conserved protein, unknown function",PF3D7_0408400,0,43,null,OG5_154760
PBANKA_1006100,PBANKA_1006100.1,"flap endonuclease 1, putative",PF3D7_0408500,0,43,FEN1,OG5_127472
PBANKA_1006200,PBANKA_1006200.1,sporozoite invasion-associated protein 1,PF3D7_0408600,0,43,SIAP1,OG5_153539
PBANKA_1006300,PBANKA_1006300.1,perforin-like protein 1,"PF3D7_0408700,PF3D7_0923300",1,87,PLP1,OG5_134280
PBANKA_1006400,PBANKA_1006400.1,"conserved Plasmodium protein, unknown function",PF3D7_0408800,0,43,null,OG5_167227
PBANKA_1006500,PBANKA_1006500.1,"tRNA N6-adenosine threonylcarbamoyltransferase, putative",PF3D7_0408900,0,45,KAE1,OG5_165575
PBANKA_1006600,PBANKA_1006600.1,"conserved Plasmodium protein, unknown function",PF3D7_0409000,0,46,null,OG5_162084
PBANKA_1006700,PBANKA_1006700.1,"U4/U6 small nuclear ribonucleoprotein PRP31, putative",PF3D7_0409100,0,45,PRPF31,OG5_128306
PBANKA_1006800,PBANKA_1006800.1,"protein SOF1, putative",PF3D7_0409200,0,44,SOF1,OG5_127890
PBANKA_1006900,PBANKA_1006900.1,"methyltransferase, putative","PF3D7_0409300,PF3D7_1455200",1,91,null,OG5_127173
PBANKA_1007000,PBANKA_1007000.1,"chaperone protein DnaJ, putative",PF3D7_0409400,0,43,null,OG5_126952
PBANKA_1007100,PBANKA_1007100.1,"NAD(P)-binding protein, putative",PF3D7_0409500,0,43,null,OG5_128149
PBANKA_1007200,PBANKA_1007200.1,"replication protein A1, large subunit, putative",PF3D7_0409600,0,43,RPA1,OG5_127539
PBANKA_1007300,PBANKA_1007300.1,"peptide chain release factor 2, putative",PF3D7_0409700,0,43,RF2,OG5_129206
PBANKA_1007400,PBANKA_1007400.1,"zinc finger protein, putative",PF3D7_0409800,0,43,null,OG5_127615
PBANKA_1007500,PBANKA_1007500.1,"actin-like protein, putative",PF3D7_0409900,0,44,ALP5b,OG5_167228
PBANKA_1007600,PBANKA_1007600.1,"erythrocyte vesicle protein 1, putative",PF3D7_0410000,0,42,EVP1,OG5_166914
PBANKA_1007800,PBANKA_1007800.1,"exosome complex component RRP4, putative",PF3D7_0410400,0,43,RRP4,OG5_127653
PBANKA_1007900,PBANKA_1007900.1,"conserved Plasmodium protein, unknown function",PF3D7_0410500,0,43,null,OG5_167229
PBANKA_1008000,PBANKA_1008000.1,"conserved protein, unknown function",PF3D7_0410600,0,43,null,OG5_130399
PBANKA_1008100,PBANKA_1008100.1,"ribosome biogenesis GTPase A, putative",PF3D7_0410700,0,43,RbgA,OG5_139967
PBANKA_1008200,PBANKA_1008200.1,cGMP-dependent protein kinase,PF3D7_1436600,0,44,PKG,OG5_127599
PBANKA_1008300,PBANKA_1008300.1,"GTP-binding protein, putative",PF3D7_1436500,0,42,null,OG5_128449
PBANKA_1008400,PBANKA_1008400.1,"conserved Plasmodium protein, unknown function",PF3D7_1436400,0,44,null,OG5_166361
PBANKA_1008500,PBANKA_1008500.1,translocon component PTEX150,PF3D7_1436300,0,44,PTEX150,OG5_161974
PBANKA_1008700,PBANKA_1008700.1,"conserved Plasmodium protein, unknown function",PF3D7_1436100,0,46,null,OG5_153043
PBANKA_1008800,PBANKA_1008800.1,"glucose-6-phosphate isomerase, putative",PF3D7_1436000,0,44,null,OG5_126980
PBANKA_1008900,PBANKA_1008900.1,"conserved Plasmodium protein, unknown function",PF3D7_1435900,0,44,null,OG5_150602
PBANKA_1009000,PBANKA_1009000.1,"GTPase Era, putative",PF3D7_1435800,0,44,ERA,OG5_127948
PBANKA_1009100,PBANKA_1009100.1,"ataxin-2 like protein, putative",PF3D7_1435700,0,49,null,OG5_132300
PBANKA_1009200,PBANKA_1009200.1,"conserved Plasmodium protein, unknown function",PF3D7_1435600,0,44,null,OG5_159683
PBANKA_1009300,PBANKA_1009300.1,"clathrin light chain, putative",PF3D7_1435500,0,44,null,OG5_158393
PBANKA_1009400,PBANKA_1009400.1,"ER membrane protein complex subunit 4, putative",PF3D7_1435400,0,43,EMC4,OG5_128239
PBANKA_1009500,PBANKA_1009500.1,"glutamate synthase [NADH], putative",PF3D7_1435300,0,44,null,OG5_126892
PBANKA_1009600,PBANKA_1009600.1,"conserved protein, unknown function",PF3D7_1435200,0,44,null,OG5_167230
PBANKA_1009700,PBANKA_1009700.1,"ribonuclease H2 subunit B, putative",PF3D7_1435100,0,44,null,OG5_156828
PBANKA_1009800,PBANKA_1009800.1,"cytochrome c oxidase assembly protein COX15, putative",PF3D7_1435000,0,44,COX15,OG5_128426
PBANKA_1009900,PBANKA_1009900.1,"conserved Plasmodium protein, unknown function",PF3D7_1434900,0,44,null,OG5_167231
PBANKA_1010000,PBANKA_1010000.1,"mitochondrial acidic protein MAM33, putative",PF3D7_1434800,0,44,null,OG5_129822
PBANKA_1010100,PBANKA_1010100.1,"mitochondrial import inner membrane translocase subunit TIM17, putative",PF3D7_1434700,0,45,TIM17,OG5_128266
PBANKA_1010200,PBANKA_1010200.1,"methionine aminopeptidase 2, putative",PF3D7_1434600,0,45,METAP2,OG5_127231
PBANKA_1010300,PBANKA_1010300.1,"dynein-related AAA-type ATPase, putative",PF3D7_1434500,0,73,null,OG5_127263
PBANKA_1010400,PBANKA_1010400.1,"conserved protein, unknown function",PF3D7_1434400,0,45,null,OG5_150579
PBANKA_1010500,PBANKA_1010500.1,"Hsp70/Hsp90 organizing protein, putative",PF3D7_1434300,0,46,HOP,OG5_128289
PBANKA_1010600,PBANKA_1010600.1,"calmodulin, putative",PF3D7_1434200,0,44,CAM,OG5_126800
PBANKA_1010700,PBANKA_1010700.1,"queuine tRNA-ribosyltransferase, putative",PF3D7_1434100,0,44,null,OG5_146983
PBANKA_1010800,PBANKA_1010800.1,"CCR4-associated factor 16, putative",PF3D7_1434000,0,44,CAF16,OG5_129761
PBANKA_1010900,PBANKA_1010900.1,"protein kinase, putative",PF3D7_1433900,0,43,null,OG5_167232
PBANKA_1011100,PBANKA_1011100.1,"conserved Plasmodium protein, unknown function",PF3D7_1433800,0,43,null,OG5_173854
PBANKA_1011200,PBANKA_1011200.1,"conserved Plasmodium protein, unknown function",PF3D7_1433700,0,45,null,OG5_160811
PBANKA_1011300,PBANKA_1011300.1,"signal peptidase complex subunit SPC1, putative",PF3D7_1433600,0,44,SPC1,OG5_129239
PBANKA_1011400,PBANKA_1011400.1,"DNA topoisomerase 2, putative",PF3D7_1433500,0,44,TOP2,OG5_127113
PBANKA_1011500,PBANKA_1011500.1,"zinc finger protein, putative",PF3D7_1433400,0,47,null,OG5_157703
PBANKA_1011600,PBANKA_1011600.1,"chromatin assembly factor 1 P55 subunit, putative","PF3D7_0110700,PF3D7_1329300,PF3D7_1433300",2,132,null,OG5_127148
PBANKA_1011700,PBANKA_1011700.1,"conserved Plasmodium protein, unknown function",PF3D7_1433200,0,44,null,OG5_157732
PBANKA_1011800,PBANKA_1011800.1,"HID1 domain-containing protein, putative",PF3D7_1433100,0,43,null,OG5_167233
PBANKA_1011900,PBANKA_1011900.1,"H/ACA ribonucleoprotein complex subunit 3, putative",PF3D7_1433000,0,41,NOP10,OG5_127952
PBANKA_1012000,PBANKA_1012000.1,"SF-assemblin, putative",PF3D7_1432900,0,43,null,OG5_141533
PBANKA_1012100,PBANKA_1012100.1,"HP12 protein homolog, putative",PF3D7_1432800,0,42,null,OG5_156185
PBANKA_1012200,PBANKA_1012200.1,"protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative",PF3D7_1432700,0,44,null,OG5_127195
PBANKA_1012300,PBANKA_1012300.1,"conserved Plasmodium protein, unknown function",PF3D7_1432600,0,42,null,OG5_171980
PBANKA_1012400,PBANKA_1012400.1,"RNA methyltransferase, putative",PF3D7_1432500,0,43,null,OG5_128701
PBANKA_1012500,PBANKA_1012500.1,leucine-rich repeat protein,PF3D7_1432400,0,45,LRR5,OG5_130908
PBANKA_1012600,PBANKA_1012600.1,"conserved Plasmodium protein, unknown function",PF3D7_1432300,0,44,null,OG5_161776
PBANKA_1012700,PBANKA_1012700.1,"conserved Plasmodium protein, unknown function",PF3D7_1432200,0,45,null,OG5_173855
PBANKA_1012800,PBANKA_1012800.1,"voltage-dependent anion-selective channel protein, putative",PF3D7_1432100,0,44,null,OG5_149308
PBANKA_1012900,PBANKA_1012900.1,"SNARE protein, putative",PF3D7_1432000,0,44,null,OG5_149472
PBANKA_1013000,PBANKA_1013000.1,"inner membrane complex suture component, putative",PF3D7_1431900,0,43,ISC3,OG5_156002
PBANKA_1013100,PBANKA_1013100.1,"60S ribosomal protein L14, putative",PF3D7_1431700,0,44,null,OG5_127132
PBANKA_1013200,PBANKA_1013200.1,"succinyl-CoA ligase [ADP-forming] subunit beta, putative",PF3D7_1431600,0,44,null,OG5_126862
PBANKA_1013300,PBANKA_1013300.1,mitogen-activated protein kinase 1,PF3D7_1431500,0,44,MAPK1,OG5_129442
PBANKA_1013400,PBANKA_1013400.1,"surface-related antigen SRA, putative",PF3D7_1431400,0,45,SRA,OG5_165533
PBANKA_1013500,PBANKA_1013500.1,"large subunit GTPase 1, putative",PF3D7_1431300,0,46,LSG1,OG5_127871
PBANKA_1013600,PBANKA_1013600.1,"PhIL1 interacting protein PIP2, putative",PF3D7_1431100,0,45,PIP2,OG5_166878
PBANKA_1013700,PBANKA_1013700.1,"mitochondrial ribosomal protein L17-2 precursor, putative",PF3D7_1431000,0,44,null,OG5_146993
PBANKA_1013800,PBANKA_1013800.1,"cytochrome c oxidase subunit 2, putative",PF3D7_1430900,0,45,COX2,OG5_129173
PBANKA_1013900,PBANKA_1013900.1,"PhIL1 interacting protein PIP3, putative",PF3D7_1430800,0,44,PIP3,OG5_163005
PBANKA_1014000,PBANKA_1014000.1,"NADP-specific glutamate dehydrogenase, putative","PF3D7_1416500,PF3D7_1430700",1,90,GDH2,OG5_126857
PBANKA_1014100,PBANKA_1014100.1,"endonuclease/exonuclease/phosphatase family protein, putative",PF3D7_1430600,0,41,null,OG5_171960
PBANKA_1014200,PBANKA_1014200.1,"conserved Plasmodium protein, unknown function",PF3D7_1430500,0,44,null,OG5_167234
PBANKA_1014300,PBANKA_1014300.1,"autophagy protein 5, putative",PF3D7_1430400,0,45,ATG5,OG5_165286
PBANKA_1014400,PBANKA_1014400.1,"acid phosphatase, putative",PF3D7_1430300,0,44,null,OG5_127768
PBANKA_1014500,PBANKA_1014500.1,"plasmepsin IX, putative","PF3D7_0808200,PF3D7_1430200",1,91,PMIX,OG5_133546
PBANKA_1014600,PBANKA_1014600.1,"serine/threonine protein phosphatase 2A activator, putative",PF3D7_1430100,0,44,PTPA,OG5_127213
PBANKA_1014700,PBANKA_1014700.1,"conserved protein, unknown function",PF3D7_1430000,0,44,null,OG5_140620
PBANKA_1014800,PBANKA_1014800.1,"ADP-dependent DNA helicase RecQ, putative","PF3D7_0918600,PF3D7_1429900",1,82,WRN,OG5_126644
PBANKA_1014900,PBANKA_1014900.1,"coatomer subunit beta, putative",PF3D7_1429800,0,44,null,OG5_127619
PBANKA_1015000,PBANKA_1015000.1,"mitochondrial ribosomal protein L15 precursor, putative","PF3D7_1429100,PF3D7_1429700",1,88,null,OG5_127198
PBANKA_1015100,PBANKA_1015100.1,"conserved Plasmodium protein, unknown function",PF3D7_1429600,0,43,null,OG5_162003
PBANKA_1015200,PBANKA_1015200.1,"diphthamide biosynthesis protein 2, putative",PF3D7_1429500,0,44,DPH2,OG5_129547
PBANKA_1015300,PBANKA_1015300.1,"rRNA (adenosine-2'-O-)-methyltransferase, putative",PF3D7_1429400,0,45,null,OG5_129882
PBANKA_1015400,PBANKA_1015400.1,CPW-WPC family protein,PF3D7_1429300,0,43,null,OG5_164989
PBANKA_1015500,PBANKA_1015500.1,AP2 domain transcription factor AP2-O3,PF3D7_1429200,0,44,AP2-O3,OG5_166215
PBANKA_1015600,PBANKA_1015600.1,"apicoplast ribosomal protein L15 precursor, putative","PF3D7_1429100,PF3D7_1429700",1,88,null,OG5_127198
PBANKA_1015700,PBANKA_1015700.1,"protein archease, putative",PF3D7_1429000,0,44,null,OG5_129252
PBANKA_1015800,PBANKA_1015800.1,"conserved Plasmodium protein, unknown function",PF3D7_1428900,0,44,null,OG5_167235
PBANKA_1015900,PBANKA_1015900.1,"transcription initiation TFIID-like, putative",PF3D7_1428800,0,47,null,OG5_142685
PBANKA_1016000,PBANKA_1016000.1,"heme/steroid binding domain containing protein, putative",PF3D7_1428700,0,44,null,OG5_135654
PBANKA_1016100,PBANKA_1016100.1,"peptide chain release factor 1, putative","PF3D7_0932400,PF3D7_1428600",1,82,RF1,OG5_126947
PBANKA_1016200,PBANKA_1016200.1,"protein kinase, putative",PF3D7_1428500,0,50,null,OG5_163505
PBANKA_1016300,PBANKA_1016300.1,"proliferation-associated protein 2g4, putative",PF3D7_1428300,0,43,null,OG5_128136
PBANKA_1016400,PBANKA_1016400.1,"major facilitator superfamily domain-containing protein, putative",PF3D7_1428200,0,44,MFS5,OG5_141655
PBANKA_1016500,PBANKA_1016500.1,"WW domain-binding protein 11, putative",PF3D7_1428100,0,44,WBP11,OG5_164280
PBANKA_1016600,PBANKA_1016600.1,"conserved Plasmodium protein, unknown function",PF3D7_1428000,0,43,null,OG5_171683
PBANKA_1016700,PBANKA_1016700.1,leucine-rich repeat protein,PF3D7_1427900,0,44,null,OG5_128510
PBANKA_1016800,PBANKA_1016800.1,"exosome complex component RRP41, putative",PF3D7_1427800,0,45,RRP41,OG5_127234
PBANKA_1016900,PBANKA_1016900.1,"conserved Plasmodium protein, unknown function",PF3D7_1427700,0,36,null,OG5_205391
PBANKA_1017000,PBANKA_1017000.1,"CorA-like Mg2+ transporter protein, putative","PF3D7_1120300,PF3D7_1427600",1,88,MIT3,OG5_127894
PBANKA_1017100,PBANKA_1017100.1,"DNA mismatch repair protein MSH2, putative","PF3D7_0706700,PF3D7_1427500",1,90,MSH2-1,OG5_127538
PBANKA_1017200,PBANKA_1017200.1,"conserved Plasmodium protein, unknown function",PF3D7_1427400,0,46,null,OG5_162085
PBANKA_1017300,PBANKA_1017300.1,"conserved Plasmodium protein, unknown function",PF3D7_1427300,0,44,null,OG5_165244
PBANKA_1017400,PBANKA_1017400.1,"selenoprotein, putative",PF3D7_1427200,0,45,Sel4,OG5_167236
PBANKA_1017500,PBANKA_1017500.1,"lipase, putative",PF3D7_1427100,0,44,UIS28,OG5_160704
PBANKA_1017600,PBANKA_1017600.1,"conserved Plasmodium protein, unknown function",PF3D7_1427000,0,44,null,OG5_166182
PBANKA_1017700,PBANKA_1017700.1,"cytochrome b-c1 complex subunit 6, putative",PF3D7_1426900,0,43,QCR6,OG5_128457
PBANKA_1017800,PBANKA_1017800.1,"conserved Plasmodium protein, unknown function",PF3D7_1426800,0,48,null,OG5_167237
PBANKA_1017900,PBANKA_1017900.1,phosphoenolpyruvate carboxylase,PF3D7_1426700,0,44,PEPC,OG5_130145
PBANKA_1018000,PBANKA_1018000.1,"conserved Plasmodium protein, unknown function",PF3D7_1426600,0,47,null,OG5_168404
PBANKA_1018100,PBANKA_1018100.1,"ABC transporter G family member 2, putative",PF3D7_1426500,0,40,ABCG2,OG5_126574
PBANKA_1018200,PBANKA_1018200.1,"MORN repeat protein, putative",PF3D7_1426400,0,33,null,OG5_133371
PBANKA_1018300,PBANKA_1018300.1,"dynein intermediate chain, putative",PF3D7_1426300,0,53,null,OG5_130116
PBANKA_1018400,PBANKA_1018400.1,"protein arginine N-methyltransferase 1, putative",PF3D7_1426200,0,46,PRMT1,OG5_127422
PBANKA_1018500,PBANKA_1018500.1,"transcription factor BTF3, putative",PF3D7_1426100,0,44,BTF3,OG5_127333
PBANKA_1018600,PBANKA_1018600.1,"60S ribosomal protein L21, putative",PF3D7_1426000,0,44,RPL21,OG5_126766
PBANKA_1018700,PBANKA_1018700.1,"conserved Plasmodium protein, unknown function",PF3D7_1425900,0,43,null,OG5_153244
PBANKA_1018900,PBANKA_1018900.1,"conserved Plasmodium protein, unknown function",PF3D7_1425700,0,43,null,OG5_150760
PBANKA_1019000,PBANKA_1019000.1,"conserved Plasmodium protein, unknown function",PF3D7_1425500,0,43,null,OG5_142143
PBANKA_1019100,PBANKA_1019100.1,"DEAD/DEAH box helicase, putative",PF3D7_1425400,0,45,null,OG5_159096
PBANKA_1019200,PBANKA_1019200.1,"conserved Plasmodium protein, unknown function",PF3D7_1425300,0,44,null,OG5_167238
PBANKA_1019300,PBANKA_1019300.1,"enoyl-CoA hydratase, putative",PF3D7_1425200,0,44,null,OG5_159010
PBANKA_1019400,PBANKA_1019400.1,"60S ribosomal protein L7-3, putative",PF3D7_1424400,0,44,null,OG5_126938
PBANKA_1019500,PBANKA_1019500.1,"60S ribosomal protein L5, putative",PF3D7_1424100,0,44,null,OG5_127090
PBANKA_1019600,PBANKA_1019600.1,"vacuolar protein sorting-associated protein 3, putative",PF3D7_1423800,0,47,VPS3,OG5_157160
PBANKA_1019700,PBANKA_1019700.1,"conserved Plasmodium protein, unknown function",PF3D7_1423700,0,44,null,OG5_165919
PBANKA_1019800,PBANKA_1019800.1,"calcium-dependent protein kinase, putative",PF3D7_1423600,0,46,null,OG5_142653
PBANKA_1020000,PBANKA_1020000.1,"conserved Plasmodium protein, unknown function",PF3D7_1423400,0,44,null,OG5_161518
PBANKA_1020100,PBANKA_1020100.1,serine/threonine protein phosphatase 7,PF3D7_1423300,0,49,PP7,OG5_134377
PBANKA_1020200,PBANKA_1020200.1,"peptidyl-prolyl cis-trans isomerase, putative",PF3D7_1423200,0,44,CYP52,OG5_129157
